date,symbol,kind,value,fetched_at
2008-02-01,BIL,dividend,0.230000,2026-09-05T01:17:07Z
2008-02-01,IEF,dividend,0.281000,2026-09-05T01:17:07Z
2008-02-01,TIP,dividend,0.561000,2026-09-05T01:17:07Z
2008-02-01,TLT,dividend,0.329000,2026-09-05T01:17:07Z
2008-03-03,BIL,dividend,0.174000,2026-09-05T01:17:07Z
2008-03-03,IEF,dividend,0.280000,2026-09-05T01:17:07Z
2008-03-03,TIP,dividend,0.516000,2026-09-05T01:17:07Z
2008-03-03,TLT,dividend,0.348000,2026-09-05T01:17:07Z
2008-03-12,VEA,dividend,0.016000,2026-09-05T01:17:07Z
2008-03-20,SPY,dividend,0.642000,2026-09-05T01:17:07Z
2008-03-24,IWM,dividend,0.110000,2026-09-05T01:17:07Z
2008-03-25,VNQ,dividend,0.495000,2026-09-05T01:17:07Z
2008-04-01,BIL,dividend,0.140000,2026-09-05T01:17:07Z
2008-04-01,IEF,dividend,0.311000,2026-09-05T01:17:07Z
2008-04-01,TIP,dividend,0.632000,2026-09-05T01:17:07Z
2008-04-01,TLT,dividend,0.406000,2026-09-05T01:17:07Z
2008-04-03,TIP,dividend,0.632000,2026-09-05T01:17:07Z
2008-05-01,BIL,dividend,0.108000,2026-09-05T01:17:07Z
2008-05-01,IEF,dividend,0.280000,2026-09-05T01:17:07Z
2008-05-01,TIP,dividend,0.444000,2026-09-05T01:17:07Z
2008-05-01,TLT,dividend,0.336000,2026-09-05T01:17:07Z
2008-06-02,BIL,dividend,0.094000,2026-09-05T01:17:07Z
2008-06-02,IEF,dividend,0.307000,2026-09-05T01:17:07Z
2008-06-02,TIP,dividend,0.826000,2026-09-05T01:17:07Z
2008-06-02,TLT,dividend,0.327000,2026-09-05T01:17:07Z
2008-06-18,VWO,split,2.000000,2026-09-05T01:17:07Z
2008-06-20,SPY,dividend,0.669000,2026-09-05T01:17:07Z
2008-06-24,VNQ,dividend,0.798000,2026-09-05T01:17:07Z
2008-07-01,BIL,dividend,0.112000,2026-09-05T01:17:07Z
2008-07-01,IEF,dividend,0.292000,2026-09-05T01:17:07Z
2008-07-01,TIP,dividend,0.727000,2026-09-05T01:17:07Z
2008-07-01,TLT,dividend,0.332000,2026-09-05T01:17:07Z
2008-07-02,IWM,dividend,0.257000,2026-09-05T01:17:07Z
2008-08-01,BIL,dividend,0.132000,2026-09-05T01:17:07Z
2008-08-01,IEF,dividend,0.304000,2026-09-05T01:17:07Z
2008-08-01,TIP,dividend,0.934000,2026-09-05T01:17:07Z
2008-08-01,TLT,dividend,0.332000,2026-09-05T01:17:07Z
2008-09-02,BIL,dividend,0.126000,2026-09-05T01:17:07Z
2008-09-02,IEF,dividend,0.295000,2026-09-05T01:17:07Z
2008-09-02,TIP,dividend,0.815000,2026-09-05T01:17:07Z
2008-09-02,TLT,dividend,0.340000,2026-09-05T01:17:07Z
2008-09-19,SPY,dividend,0.691000,2026-09-05T01:17:07Z
2008-09-24,IWM,dividend,0.150000,2026-09-05T01:17:07Z
2008-09-24,VNQ,dividend,0.772000,2026-09-05T01:17:07Z
2008-10-01,BIL,dividend,0.126000,2026-09-05T01:17:07Z
2008-10-01,IEF,dividend,0.305000,2026-09-05T01:17:07Z
2008-10-01,TIP,dividend,0.800000,2026-09-05T01:17:07Z
2008-10-01,TLT,dividend,0.290000,2026-09-05T01:17:07Z
2008-11-03,BIL,dividend,0.094000,2026-09-05T01:17:07Z
2008-11-03,IEF,dividend,0.320000,2026-09-05T01:17:07Z
2008-11-03,TLT,dividend,0.370000,2026-09-05T01:17:07Z
2008-12-01,BIL,dividend,0.052000,2026-09-05T01:17:07Z
2008-12-01,IEF,dividend,0.313000,2026-09-05T01:17:07Z
2008-12-01,TLT,dividend,0.355000,2026-09-05T01:17:07Z
2008-12-15,DBC,dividend,0.340000,2026-09-05T01:17:07Z
2008-12-19,SPY,dividend,0.719000,2026-09-05T01:17:07Z
2008-12-23,IWM,dividend,0.361000,2026-09-05T01:17:07Z
2008-12-24,VEA,dividend,0.914000,2026-09-05T01:17:07Z
2008-12-24,VNQ,dividend,0.935000,2026-09-05T01:17:07Z
2008-12-24,VWO,dividend,1.178000,2026-09-05T01:17:07Z
2008-12-29,BIL,dividend,0.056000,2026-09-05T01:17:07Z
2008-12-29,IEF,dividend,0.369000,2026-09-05T01:17:07Z
2008-12-29,TLT,dividend,0.405000,2026-09-05T01:17:07Z
