date,symbol,kind,value,fetched_at
2005-02-01,IEF,dividend,0.261000,2026-09-05T01:17:07Z
2005-02-01,TIP,dividend,0.162000,2026-09-05T01:17:07Z
2005-02-01,TLT,dividend,0.345000,2026-09-05T01:17:07Z
2005-03-01,IEF,dividend,0.231000,2026-09-05T01:17:07Z
2005-03-01,TLT,dividend,0.282000,2026-09-05T01:17:07Z
2005-03-18,SPY,dividend,0.467000,2026-09-05T01:17:07Z
2005-03-24,IWM,dividend,0.274000,2026-09-05T01:17:07Z
2005-03-24,VNQ,dividend,0.614000,2026-09-05T01:17:07Z
2005-04-01,IEF,dividend,0.279000,2026-09-05T01:17:07Z
2005-04-01,TIP,dividend,0.297000,2026-09-05T01:17:07Z
2005-04-01,TLT,dividend,0.330000,2026-09-05T01:17:07Z
2005-05-02,IEF,dividend,0.267000,2026-09-05T01:17:07Z
2005-05-02,TIP,dividend,0.419000,2026-09-05T01:17:07Z
2005-05-02,TLT,dividend,0.330000,2026-09-05T01:17:07Z
2005-06-01,IEF,dividend,0.264000,2026-09-05T01:17:07Z
2005-06-01,TIP,dividend,0.612000,2026-09-05T01:17:07Z
2005-06-01,TLT,dividend,0.349000,2026-09-05T01:17:07Z
2005-06-09,IWM,split,2.000000,2026-09-05T01:17:07Z
2005-06-17,SPY,dividend,0.488000,2026-09-05T01:17:07Z
2005-06-20,IWM,dividend,0.146000,2026-09-05T01:17:07Z
2005-06-27,VNQ,dividend,0.644000,2026-09-05T01:17:07Z
2005-07-01,IEF,dividend,0.264000,2026-09-05T01:17:07Z
2005-07-01,TIP,dividend,0.687000,2026-09-05T01:17:07Z
2005-07-01,TLT,dividend,0.332000,2026-09-05T01:17:07Z
2005-08-01,IEF,dividend,0.271000,2026-09-05T01:17:07Z
2005-08-01,TIP,dividend,0.673000,2026-09-05T01:17:07Z
2005-08-01,TLT,dividend,0.345000,2026-09-05T01:17:07Z
2005-09-01,IEF,dividend,0.274000,2026-09-05T01:17:07Z
2005-09-01,TIP,dividend,0.417000,2026-09-05T01:17:07Z
2005-09-01,TLT,dividend,0.334000,2026-09-05T01:17:07Z
2005-09-16,SPY,dividend,0.522000,2026-09-05T01:17:07Z
2005-09-23,IWM,dividend,0.198000,2026-09-05T01:17:07Z
2005-09-26,VNQ,dividend,0.676000,2026-09-05T01:17:07Z
2005-10-03,IEF,dividend,0.277000,2026-09-05T01:17:07Z
2005-10-03,TIP,dividend,0.313000,2026-09-05T01:17:07Z
2005-10-03,TLT,dividend,0.362000,2026-09-05T01:17:07Z
2005-11-01,IEF,dividend,0.288000,2026-09-05T01:17:07Z
2005-11-01,TIP,dividend,0.432000,2026-09-05T01:17:07Z
2005-11-01,TLT,dividend,0.397000,2026-09-05T01:17:07Z
2005-12-01,IEF,dividend,0.283000,2026-09-05T01:17:07Z
2005-12-01,TIP,dividend,1.190000,2026-09-05T01:17:07Z
2005-12-01,TLT,dividend,0.390000,2026-09-05T01:17:07Z
2005-12-16,SPY,dividend,0.672000,2026-09-05T01:17:07Z
2005-12-22,IWM,dividend,0.261000,2026-09-05T01:17:07Z
2005-12-27,VNQ,dividend,1.627000,2026-09-05T01:17:07Z
2005-12-27,VWO,dividend,0.538500,2026-09-05T01:17:07Z
2005-12-28,IEF,dividend,0.292000,2026-09-05T01:17:07Z
2005-12-28,TIP,dividend,0.376000,2026-09-05T01:17:07Z
2005-12-28,TLT,dividend,0.383000,2026-09-05T01:17:07Z
