date,symbol,kind,value,fetched_at
2023-02-01,BIL,dividend,0.336000,2026-09-05T01:17:07Z
2023-02-01,IEF,dividend,0.212000,2026-09-05T01:17:07Z
2023-02-01,TLT,dividend,0.275000,2026-09-05T01:17:07Z
2023-03-01,BIL,dividend,0.255000,2026-09-05T01:17:07Z
2023-03-01,IEF,dividend,0.196000,2026-09-05T01:17:07Z
2023-03-01,TLT,dividend,0.250000,2026-09-05T01:17:07Z
2023-03-17,SPY,dividend,1.506000,2026-09-05T01:17:07Z
2023-03-20,VEA,dividend,0.160000,2026-09-05T01:17:07Z
2023-03-20,VWO,dividend,0.028000,2026-09-05T01:17:07Z
2023-03-23,IWM,dividend,0.631000,2026-09-05T01:17:07Z
2023-03-24,VNQ,dividend,0.770000,2026-09-05T01:17:07Z
2023-04-03,BIL,dividend,0.372000,2026-09-05T01:17:07Z
2023-04-03,IEF,dividend,0.196000,2026-09-05T01:17:07Z
2023-04-03,TIP,dividend,0.127000,2026-09-05T01:17:07Z
2023-04-03,TLT,dividend,0.269000,2026-09-05T01:17:07Z
2023-05-01,BIL,dividend,0.353000,2026-09-05T01:17:07Z
2023-05-01,IEF,dividend,0.239000,2026-09-05T01:17:07Z
2023-05-01,TIP,dividend,0.569000,2026-09-05T01:17:07Z
2023-05-01,TLT,dividend,0.268000,2026-09-05T01:17:07Z
2023-06-01,BIL,dividend,0.371000,2026-09-05T01:17:07Z
2023-06-01,IEF,dividend,0.232000,2026-09-05T01:17:07Z
2023-06-01,TIP,dividend,0.313000,2026-09-05T01:17:07Z
2023-06-01,TLT,dividend,0.273000,2026-09-05T01:17:07Z
2023-06-07,IWM,dividend,0.509000,2026-09-05T01:17:07Z
2023-06-16,SPY,dividend,1.638000,2026-09-05T01:17:07Z
2023-06-20,VEA,dividend,0.432000,2026-09-05T01:17:07Z
2023-06-20,VWO,dividend,0.227000,2026-09-05T01:17:07Z
2023-06-29,VNQ,dividend,0.928000,2026-09-05T01:17:07Z
2023-07-03,BIL,dividend,0.373000,2026-09-05T01:17:07Z
2023-07-03,IEF,dividend,0.232000,2026-09-05T01:17:07Z
2023-07-03,TIP,dividend,0.504000,2026-09-05T01:17:07Z
2023-07-03,TLT,dividend,0.278000,2026-09-05T01:17:07Z
2023-08-01,BIL,dividend,0.394000,2026-09-05T01:17:07Z
2023-08-01,IEF,dividend,0.242000,2026-09-05T01:17:07Z
2023-08-01,TIP,dividend,0.221000,2026-09-05T01:17:07Z
2023-08-01,TLT,dividend,0.275000,2026-09-05T01:17:07Z
2023-09-01,BIL,dividend,0.405000,2026-09-05T01:17:07Z
2023-09-01,IEF,dividend,0.242000,2026-09-05T01:17:07Z
2023-09-01,TIP,dividend,0.323000,2026-09-05T01:17:07Z
2023-09-01,TLT,dividend,0.289000,2026-09-05T01:17:07Z
2023-09-15,SPY,dividend,1.583000,2026-09-05T01:17:07Z
2023-09-18,VEA,dividend,0.310000,2026-09-05T01:17:07Z
2023-09-18,VWO,dividend,0.328000,2026-09-05T01:17:07Z
2023-09-26,IWM,dividend,0.829000,2026-09-05T01:17:07Z
2023-09-28,VNQ,dividend,0.727000,2026-09-05T01:17:07Z
2023-10-02,BIL,dividend,0.394000,2026-09-05T01:17:07Z
2023-10-02,IEF,dividend,0.239000,2026-09-05T01:17:07Z
2023-10-02,TIP,dividend,0.171000,2026-09-05T01:17:07Z
2023-10-02,TLT,dividend,0.280000,2026-09-05T01:17:07Z
2023-11-01,BIL,dividend,0.408000,2026-09-05T01:17:07Z
2023-11-01,IEF,dividend,0.249000,2026-09-05T01:17:07Z
2023-11-01,TIP,dividend,0.452000,2026-09-05T01:17:07Z
2023-11-01,TLT,dividend,0.286000,2026-09-05T01:17:07Z
2023-12-01,BIL,dividend,0.419000,2026-09-05T01:17:07Z
2023-12-01,IEF,dividend,0.249000,2026-09-05T01:17:07Z
2023-12-01,TIP,dividend,0.256000,2026-09-05T01:17:07Z
2023-12-01,TLT,dividend,0.289000,2026-09-05T01:17:07Z
2023-12-14,IEF,dividend,0.282000,2026-09-05T01:17:07Z
2023-12-14,TLT,dividend,0.311000,2026-09-05T01:17:07Z
2023-12-15,SPY,dividend,1.906000,2026-09-05T01:17:07Z
2023-12-18,BIL,dividend,0.421000,2026-09-05T01:17:07Z
2023-12-18,DBC,dividend,1.089000,2026-09-05T01:17:07Z
2023-12-18,VEA,dividend,0.610000,2026-09-05T01:17:07Z
2023-12-18,VWO,dividend,0.865000,2026-09-05T01:17:07Z
2023-12-20,IWM,dividend,0.734000,2026-09-05T01:17:07Z
2023-12-21,VNQ,dividend,1.068000,2026-09-05T01:17:07Z
