date,symbol,kind,value,fetched_at
2009-02-02,BIL,dividend,0.016000,2026-09-05T01:17:07Z
2009-02-02,IEF,dividend,0.266000,2026-09-05T01:17:07Z
2009-02-02,TLT,dividend,0.285000,2026-09-05T01:17:07Z
2009-03-02,BIL,dividend,0.014000,2026-09-05T01:17:07Z
2009-03-02,IEF,dividend,0.248000,2026-09-05T01:17:07Z
2009-03-02,TLT,dividend,0.282000,2026-09-05T01:17:07Z
2009-03-20,SPY,dividend,0.561000,2026-09-05T01:17:07Z
2009-03-23,VEA,dividend,0.019000,2026-09-05T01:17:07Z
2009-03-24,IWM,dividend,0.141000,2026-09-05T01:17:07Z
2009-03-25,VNQ,dividend,0.478000,2026-09-05T01:17:07Z
2009-04-01,BIL,dividend,0.016000,2026-09-05T01:17:07Z
2009-04-01,IEF,dividend,0.276000,2026-09-05T01:17:07Z
2009-04-01,TIP,dividend,0.474000,2026-09-05T01:17:07Z
2009-04-01,TLT,dividend,0.302000,2026-09-05T01:17:07Z
2009-05-01,BIL,dividend,0.010000,2026-09-05T01:17:07Z
2009-05-01,IEF,dividend,0.280000,2026-09-05T01:17:07Z
2009-05-01,TIP,dividend,0.623000,2026-09-05T01:17:07Z
2009-05-01,TLT,dividend,0.297000,2026-09-05T01:17:07Z
2009-06-01,BIL,dividend,0.008000,2026-09-05T01:17:07Z
2009-06-01,IEF,dividend,0.272000,2026-09-05T01:17:07Z
2009-06-01,TIP,dividend,0.371000,2026-09-05T01:17:07Z
2009-06-01,TLT,dividend,0.305000,2026-09-05T01:17:07Z
2009-06-19,SPY,dividend,0.518000,2026-09-05T01:17:07Z
2009-06-24,VNQ,dividend,0.485000,2026-09-05T01:17:07Z
2009-07-01,BIL,dividend,0.002000,2026-09-05T01:17:07Z
2009-07-01,IEF,dividend,0.252000,2026-09-05T01:17:07Z
2009-07-01,TIP,dividend,0.389000,2026-09-05T01:17:07Z
2009-07-01,TLT,dividend,0.303000,2026-09-05T01:17:07Z
2009-07-02,IWM,dividend,0.181000,2026-09-05T01:17:07Z
2009-08-03,BIL,dividend,0.004000,2026-09-05T01:17:07Z
2009-08-03,IEF,dividend,0.264000,2026-09-05T01:17:07Z
2009-08-03,TIP,dividend,0.429000,2026-09-05T01:17:07Z
2009-08-03,TLT,dividend,0.318000,2026-09-05T01:17:07Z
2009-09-01,BIL,dividend,0.004000,2026-09-05T01:17:07Z
2009-09-01,IEF,dividend,0.257000,2026-09-05T01:17:07Z
2009-09-01,TIP,dividend,0.920000,2026-09-05T01:17:07Z
2009-09-01,TLT,dividend,0.307000,2026-09-05T01:17:07Z
2009-09-18,SPY,dividend,0.508000,2026-09-05T01:17:07Z
2009-09-22,IWM,dividend,0.145000,2026-09-05T01:17:07Z
2009-09-24,VNQ,dividend,0.417000,2026-09-05T01:17:07Z
2009-10-01,BIL,dividend,0.004000,2026-09-05T01:17:07Z
2009-10-01,IEF,dividend,0.253000,2026-09-05T01:17:07Z
2009-10-01,TIP,dividend,0.047000,2026-09-05T01:17:07Z
2009-10-01,TLT,dividend,0.307000,2026-09-05T01:17:07Z
2009-11-02,BIL,dividend,0.002000,2026-09-05T01:17:07Z
2009-11-02,IEF,dividend,0.770000,2026-09-05T01:17:07Z
2009-11-02,TIP,dividend,0.342000,2026-09-05T01:17:07Z
2009-11-02,TLT,dividend,0.308000,2026-09-05T01:17:07Z
2009-12-01,IEF,dividend,0.208000,2026-09-05T01:17:07Z
2009-12-01,TIP,dividend,0.208000,2026-09-05T01:17:07Z
2009-12-01,TLT,dividend,0.307000,2026-09-05T01:17:07Z
2009-12-18,SPY,dividend,0.590000,2026-09-05T01:17:07Z
2009-12-23,IWM,dividend,0.253000,2026-09-05T01:17:07Z
2009-12-24,VEA,dividend,0.797000,2026-09-05T01:17:07Z
2009-12-24,VNQ,dividend,0.584000,2026-09-05T01:17:07Z
2009-12-24,VWO,dividend,0.545000,2026-09-05T01:17:07Z
2009-12-29,BIL,dividend,0.008000,2026-09-05T01:17:07Z
2009-12-29,IEF,dividend,0.164000,2026-09-05T01:17:07Z
2009-12-29,TIP,dividend,0.239000,2026-09-05T01:17:07Z
2009-12-29,TLT,dividend,0.318000,2026-09-05T01:17:07Z
