date,symbol,kind,value,fetched_at
2018-02-01,BIL,dividend,0.086000,2026-09-05T01:17:07Z
2018-02-01,IEF,dividend,0.168000,2026-09-05T01:17:07Z
2018-02-01,TIP,dividend,0.021000,2026-09-05T01:17:07Z
2018-02-01,TLT,dividend,0.255000,2026-09-05T01:17:07Z
2018-03-01,BIL,dividend,0.079000,2026-09-05T01:17:07Z
2018-03-01,IEF,dividend,0.159000,2026-09-05T01:17:07Z
2018-03-01,TLT,dividend,0.239000,2026-09-05T01:17:07Z
2018-03-16,SPY,dividend,1.097000,2026-09-05T01:17:07Z
2018-03-22,IWM,dividend,0.362000,2026-09-05T01:17:07Z
2018-03-26,VEA,dividend,0.162000,2026-09-05T01:17:07Z
2018-03-26,VNQ,dividend,0.706000,2026-09-05T01:17:07Z
2018-03-26,VWO,dividend,0.089000,2026-09-05T01:17:07Z
2018-04-02,BIL,dividend,0.105000,2026-09-05T01:17:07Z
2018-04-02,IEF,dividend,0.175000,2026-09-05T01:17:07Z
2018-04-02,TIP,dividend,0.292000,2026-09-05T01:17:07Z
2018-04-02,TLT,dividend,0.260000,2026-09-05T01:17:07Z
2018-05-01,BIL,dividend,0.107000,2026-09-05T01:17:07Z
2018-05-01,IEF,dividend,0.191000,2026-09-05T01:17:07Z
2018-05-01,TIP,dividend,0.499000,2026-09-05T01:17:07Z
2018-05-01,TLT,dividend,0.262000,2026-09-05T01:17:07Z
2018-06-01,BIL,dividend,0.126000,2026-09-05T01:17:07Z
2018-06-01,IEF,dividend,0.202000,2026-09-05T01:17:07Z
2018-06-01,TIP,dividend,0.336000,2026-09-05T01:17:07Z
2018-06-01,TLT,dividend,0.281000,2026-09-05T01:17:07Z
2018-06-15,SPY,dividend,1.246000,2026-09-05T01:17:07Z
2018-06-18,VNQ,dividend,0.732000,2026-09-05T01:17:07Z
2018-06-22,VEA,dividend,0.540000,2026-09-05T01:17:07Z
2018-06-22,VWO,dividend,0.275000,2026-09-05T01:17:07Z
2018-07-02,BIL,dividend,0.127000,2026-09-05T01:17:07Z
2018-07-02,IEF,dividend,0.190000,2026-09-05T01:17:07Z
2018-07-02,TIP,dividend,0.431000,2026-09-05T01:17:07Z
2018-07-02,TLT,dividend,0.275000,2026-09-05T01:17:07Z
2018-07-03,IWM,dividend,0.595000,2026-09-05T01:17:07Z
2018-08-01,BIL,dividend,0.135000,2026-09-05T01:17:07Z
2018-08-01,IEF,dividend,0.200000,2026-09-05T01:17:07Z
2018-08-01,TIP,dividend,0.468000,2026-09-05T01:17:07Z
2018-08-01,TLT,dividend,0.267000,2026-09-05T01:17:07Z
2018-09-04,BIL,dividend,0.138000,2026-09-05T01:17:07Z
2018-09-04,IEF,dividend,0.206000,2026-09-05T01:17:07Z
2018-09-04,TIP,dividend,0.386000,2026-09-05T01:17:07Z
2018-09-04,TLT,dividend,0.272000,2026-09-05T01:17:07Z
2018-09-21,SPY,dividend,1.323000,2026-09-05T01:17:07Z
2018-09-24,VNQ,dividend,1.144000,2026-09-05T01:17:07Z
2018-09-26,IWM,dividend,0.450000,2026-09-05T01:17:07Z
2018-09-26,VEA,dividend,0.158000,2026-09-05T01:17:07Z
2018-09-26,VWO,dividend,0.475000,2026-09-05T01:17:07Z
2018-10-01,BIL,dividend,0.146000,2026-09-05T01:17:07Z
2018-10-01,IEF,dividend,0.204000,2026-09-05T01:17:07Z
2018-10-01,TIP,dividend,0.101000,2026-09-05T01:17:07Z
2018-10-01,TLT,dividend,0.261000,2026-09-05T01:17:07Z
2018-11-01,BIL,dividend,0.150000,2026-09-05T01:17:07Z
2018-11-01,IEF,dividend,0.216000,2026-09-05T01:17:07Z
2018-11-01,TIP,dividend,0.091000,2026-09-05T01:17:07Z
2018-11-01,TLT,dividend,0.275000,2026-09-05T01:17:07Z
2018-12-03,BIL,dividend,0.157000,2026-09-05T01:17:07Z
2018-12-03,IEF,dividend,0.212000,2026-09-05T01:17:07Z
2018-12-03,TIP,dividend,0.155000,2026-09-05T01:17:07Z
2018-12-03,TLT,dividend,0.267000,2026-09-05T01:17:07Z
2018-12-13,VNQ,dividend,0.949000,2026-09-05T01:17:07Z
2018-12-17,IWM,dividend,0.469000,2026-09-05T01:17:07Z
2018-12-18,IEF,dividend,0.213000,2026-09-05T01:17:07Z
2018-12-18,TIP,dividend,0.184000,2026-09-05T01:17:07Z
2018-12-18,TLT,dividend,0.282000,2026-09-05T01:17:07Z
2018-12-19,BIL,dividend,0.160000,2026-09-05T01:17:07Z
2018-12-21,SPY,dividend,1.435000,2026-09-05T01:17:07Z
2018-12-24,DBC,dividend,0.189000,2026-09-05T01:17:07Z
2018-12-24,VEA,dividend,0.384000,2026-09-05T01:17:07Z
2018-12-24,VWO,dividend,0.259000,2026-09-05T01:17:07Z
