date,symbol,kind,value,fetched_at
2016-02-01,IEF,dividend,0.159000,2026-09-05T01:17:07Z
2016-02-01,TLT,dividend,0.241000,2026-09-05T01:17:07Z
2016-03-01,IEF,dividend,0.157000,2026-09-05T01:17:07Z
2016-03-01,TLT,dividend,0.248000,2026-09-05T01:17:07Z
2016-03-15,VEA,dividend,0.157000,2026-09-05T01:17:07Z
2016-03-15,VWO,dividend,0.057000,2026-09-05T01:17:07Z
2016-03-18,SPY,dividend,1.050000,2026-09-05T01:17:07Z
2016-03-21,VNQ,dividend,0.919000,2026-09-05T01:17:07Z
2016-03-23,IWM,dividend,0.327000,2026-09-05T01:17:07Z
2016-04-01,IEF,dividend,0.168000,2026-09-05T01:17:07Z
2016-04-01,TLT,dividend,0.270000,2026-09-05T01:17:07Z
2016-05-02,IEF,dividend,0.161000,2026-09-05T01:17:07Z
2016-05-02,TLT,dividend,0.260000,2026-09-05T01:17:07Z
2016-06-01,IEF,dividend,0.163000,2026-09-05T01:17:07Z
2016-06-01,TIP,dividend,0.036000,2026-09-05T01:17:07Z
2016-06-01,TLT,dividend,0.267000,2026-09-05T01:17:07Z
2016-06-14,VEA,dividend,0.482000,2026-09-05T01:17:07Z
2016-06-14,VWO,dividend,0.223000,2026-09-05T01:17:07Z
2016-06-17,SPY,dividend,1.078000,2026-09-05T01:17:07Z
2016-06-21,VNQ,dividend,0.764000,2026-09-05T01:17:07Z
2016-07-01,IEF,dividend,0.158000,2026-09-05T01:17:07Z
2016-07-01,TIP,dividend,0.512000,2026-09-05T01:17:07Z
2016-07-01,TLT,dividend,0.255000,2026-09-05T01:17:07Z
2016-07-06,IWM,dividend,0.621000,2026-09-05T01:17:07Z
2016-08-01,IEF,dividend,0.158000,2026-09-05T01:17:07Z
2016-08-01,TIP,dividend,0.461000,2026-09-05T01:17:07Z
2016-08-01,TLT,dividend,0.258000,2026-09-05T01:17:07Z
2016-09-01,IEF,dividend,0.155000,2026-09-05T01:17:07Z
2016-09-01,TIP,dividend,0.418000,2026-09-05T01:17:07Z
2016-09-01,TLT,dividend,0.254000,2026-09-05T01:17:07Z
2016-09-13,VEA,dividend,0.175000,2026-09-05T01:17:07Z
2016-09-13,VNQ,dividend,0.598000,2026-09-05T01:17:07Z
2016-09-13,VWO,dividend,0.450000,2026-09-05T01:17:07Z
2016-09-16,SPY,dividend,1.082000,2026-09-05T01:17:07Z
2016-09-26,IWM,dividend,0.344000,2026-09-05T01:17:07Z
2016-10-03,IEF,dividend,0.150000,2026-09-05T01:17:07Z
2016-10-03,TLT,dividend,0.247000,2026-09-05T01:17:07Z
2016-11-01,IEF,dividend,0.154000,2026-09-05T01:17:07Z
2016-11-01,TLT,dividend,0.250000,2026-09-05T01:17:07Z
2016-12-01,BIL,dividend,0.042000,2026-09-05T01:17:07Z
2016-12-01,IEF,dividend,0.149000,2026-09-05T01:17:07Z
2016-12-01,TIP,dividend,0.244000,2026-09-05T01:17:07Z
2016-12-01,TLT,dividend,0.243000,2026-09-05T01:17:07Z
2016-12-16,SPY,dividend,1.329000,2026-09-05T01:17:07Z
2016-12-20,VWO,dividend,0.170000,2026-09-05T01:17:07Z
2016-12-22,IEF,dividend,0.165000,2026-09-05T01:17:07Z
2016-12-22,IWM,dividend,0.563000,2026-09-05T01:17:07Z
2016-12-22,TLT,dividend,0.309000,2026-09-05T01:17:07Z
2016-12-22,VEA,dividend,0.300000,2026-09-05T01:17:07Z
2016-12-22,VNQ,dividend,1.695000,2026-09-05T01:17:07Z
2016-12-28,BIL,dividend,0.018000,2026-09-05T01:17:07Z
