date,symbol,kind,value,fetched_at
2002-03-08,IWM,dividend,0.057500,2026-09-05T01:17:07Z
2002-03-15,SPY,dividend,0.331000,2026-09-05T01:17:07Z
2002-06-14,IWM,dividend,0.120500,2026-09-05T01:17:07Z
2002-06-21,SPY,dividend,0.353000,2026-09-05T01:17:07Z
2002-09-03,IEF,dividend,0.290000,2026-09-05T01:17:07Z
2002-09-03,TLT,dividend,0.373000,2026-09-05T01:17:07Z
2002-09-13,IWM,dividend,0.128000,2026-09-05T01:17:07Z
2002-09-20,SPY,dividend,0.378000,2026-09-05T01:17:07Z
2002-10-01,IEF,dividend,0.258000,2026-09-05T01:17:07Z
2002-10-01,TLT,dividend,0.343000,2026-09-05T01:17:07Z
2002-11-01,IEF,dividend,0.295000,2026-09-05T01:17:07Z
2002-11-01,TLT,dividend,0.389000,2026-09-05T01:17:07Z
2002-12-02,IEF,dividend,0.520000,2026-09-05T01:17:07Z
2002-12-02,TLT,dividend,0.389000,2026-09-05T01:17:07Z
2002-12-13,IWM,dividend,0.190000,2026-09-05T01:17:07Z
2002-12-20,SPY,dividend,0.436000,2026-09-05T01:17:07Z
2002-12-31,IEF,dividend,0.416000,2026-09-05T01:17:07Z
2002-12-31,TLT,dividend,0.446000,2026-09-05T01:17:07Z
