date,symbol,kind,value,fetched_at
2021-02-01,IEF,dividend,0.078000,2026-09-05T01:17:07Z
2021-02-01,TLT,dividend,0.176000,2026-09-05T01:17:07Z
2021-03-01,IEF,dividend,0.070000,2026-09-05T01:17:07Z
2021-03-01,TLT,dividend,0.172000,2026-09-05T01:17:07Z
2021-03-19,SPY,dividend,1.278000,2026-09-05T01:17:07Z
2021-03-22,VEA,dividend,0.231000,2026-09-05T01:17:07Z
2021-03-22,VWO,dividend,0.068000,2026-09-05T01:17:07Z
2021-03-25,IWM,dividend,0.398000,2026-09-05T01:17:07Z
2021-03-25,VNQ,dividend,0.526000,2026-09-05T01:17:07Z
2021-04-01,IEF,dividend,0.070000,2026-09-05T01:17:07Z
2021-04-01,TIP,dividend,0.300000,2026-09-05T01:17:07Z
2021-04-01,TLT,dividend,0.185000,2026-09-05T01:17:07Z
2021-05-03,IEF,dividend,0.074000,2026-09-05T01:17:07Z
2021-05-03,TIP,dividend,0.515000,2026-09-05T01:17:07Z
2021-05-03,TLT,dividend,0.203000,2026-09-05T01:17:07Z
2021-06-01,IEF,dividend,0.079000,2026-09-05T01:17:07Z
2021-06-01,TIP,dividend,0.681000,2026-09-05T01:17:07Z
2021-06-01,TLT,dividend,0.199000,2026-09-05T01:17:07Z
2021-06-10,IWM,dividend,0.347000,2026-09-05T01:17:07Z
2021-06-18,SPY,dividend,1.376000,2026-09-05T01:17:07Z
2021-06-21,VEA,dividend,0.414000,2026-09-05T01:17:07Z
2021-06-21,VWO,dividend,0.280000,2026-09-05T01:17:07Z
2021-06-24,VNQ,dividend,0.729000,2026-09-05T01:17:07Z
2021-07-01,IEF,dividend,0.077000,2026-09-05T01:17:07Z
2021-07-01,TIP,dividend,0.833000,2026-09-05T01:17:07Z
2021-07-01,TLT,dividend,0.188000,2026-09-05T01:17:07Z
2021-08-02,IEF,dividend,0.076000,2026-09-05T01:17:07Z
2021-08-02,TIP,dividend,0.777000,2026-09-05T01:17:07Z
2021-08-02,TLT,dividend,0.182000,2026-09-05T01:17:07Z
2021-09-01,IEF,dividend,0.080000,2026-09-05T01:17:07Z
2021-09-01,TIP,dividend,0.896000,2026-09-05T01:17:07Z
2021-09-01,TLT,dividend,0.189000,2026-09-05T01:17:07Z
2021-09-17,SPY,dividend,1.428000,2026-09-05T01:17:07Z
2021-09-20,VEA,dividend,0.200000,2026-09-05T01:17:07Z
2021-09-20,VWO,dividend,0.473000,2026-09-05T01:17:07Z
2021-09-24,IWM,dividend,0.679000,2026-09-05T01:17:07Z
2021-09-24,VNQ,dividend,0.657000,2026-09-05T01:17:07Z
2021-10-01,IEF,dividend,0.080000,2026-09-05T01:17:07Z
2021-10-01,TIP,dividend,0.432000,2026-09-05T01:17:07Z
2021-10-01,TLT,dividend,0.183000,2026-09-05T01:17:07Z
2021-11-01,IEF,dividend,0.081000,2026-09-05T01:17:07Z
2021-11-01,TIP,dividend,0.122000,2026-09-05T01:17:07Z
2021-11-01,TLT,dividend,0.188000,2026-09-05T01:17:07Z
2021-12-01,IEF,dividend,0.088000,2026-09-05T01:17:07Z
2021-12-01,TIP,dividend,0.186000,2026-09-05T01:17:07Z
2021-12-01,TLT,dividend,0.184000,2026-09-05T01:17:07Z
2021-12-13,IWM,dividend,0.666000,2026-09-05T01:17:07Z
2021-12-16,IEF,dividend,0.106000,2026-09-05T01:17:07Z
2021-12-16,TIP,dividend,0.786000,2026-09-05T01:17:07Z
2021-12-16,TLT,dividend,0.168000,2026-09-05T01:17:07Z
2021-12-17,SPY,dividend,1.633000,2026-09-05T01:17:07Z
2021-12-20,VEA,dividend,0.769000,2026-09-05T01:17:07Z
2021-12-20,VWO,dividend,0.478000,2026-09-05T01:17:07Z
2021-12-27,VNQ,dividend,1.053000,2026-09-05T01:17:07Z
