date,symbol,kind,value,fetched_at
2025-02-03,BIL,dividend,0.326000,2026-09-05T01:17:07Z
2025-02-03,IEF,dividend,0.296000,2026-09-05T01:17:07Z
2025-02-03,TLT,dividend,0.312000,2026-09-05T01:17:07Z
2025-03-03,BIL,dividend,0.289000,2026-09-05T01:17:07Z
2025-03-03,IEF,dividend,0.275000,2026-09-05T01:17:07Z
2025-03-03,TLT,dividend,0.290000,2026-09-05T01:17:07Z
2025-03-18,IWM,dividend,0.460000,2026-09-05T01:17:07Z
2025-03-21,SPY,dividend,1.696000,2026-09-05T01:17:07Z
2025-03-21,VEA,dividend,0.242000,2026-09-05T01:17:07Z
2025-03-21,VWO,dividend,0.047000,2026-09-05T01:17:07Z
2025-03-25,VNQ,dividend,0.932000,2026-09-05T01:17:07Z
2025-04-01,BIL,dividend,0.321000,2026-09-05T01:17:07Z
2025-04-01,IEF,dividend,0.304000,2026-09-05T01:17:07Z
2025-04-01,TIP,dividend,0.709000,2026-09-05T01:17:07Z
2025-04-01,TLT,dividend,0.326000,2026-09-05T01:17:07Z
2025-05-01,BIL,dividend,0.312000,2026-09-05T01:17:07Z
2025-05-01,IEF,dividend,0.313000,2026-09-05T01:17:07Z
2025-05-01,TIP,dividend,0.535000,2026-09-05T01:17:07Z
2025-05-01,TLT,dividend,0.328000,2026-09-05T01:17:07Z
2025-06-02,BIL,dividend,0.316000,2026-09-05T01:17:07Z
2025-06-02,IEF,dividend,0.310000,2026-09-05T01:17:07Z
2025-06-02,TIP,dividend,0.273000,2026-09-05T01:17:07Z
2025-06-02,TLT,dividend,0.320000,2026-09-05T01:17:07Z
2025-06-16,IWM,dividend,0.576000,2026-09-05T01:17:07Z
2025-06-20,SPY,dividend,1.761000,2026-09-05T01:17:07Z
2025-06-20,VEA,dividend,0.441000,2026-09-05T01:17:07Z
2025-06-20,VWO,dividend,0.139000,2026-09-05T01:17:07Z
2025-06-26,VNQ,dividend,0.868000,2026-09-05T01:17:07Z
2025-07-01,BIL,dividend,0.306000,2026-09-05T01:17:07Z
2025-07-01,IEF,dividend,0.303000,2026-09-05T01:17:07Z
2025-07-01,TIP,dividend,0.380000,2026-09-05T01:17:07Z
2025-07-01,TLT,dividend,0.328000,2026-09-05T01:17:07Z
2025-08-01,BIL,dividend,0.319000,2026-09-05T01:17:07Z
2025-08-01,IEF,dividend,0.309000,2026-09-05T01:17:07Z
2025-08-01,TIP,dividend,0.264000,2026-09-05T01:17:07Z
2025-08-01,TLT,dividend,0.331000,2026-09-05T01:17:07Z
2025-09-02,BIL,dividend,0.322000,2026-09-05T01:17:07Z
2025-09-02,IEF,dividend,0.314000,2026-09-05T01:17:07Z
2025-09-02,TIP,dividend,0.417000,2026-09-05T01:17:07Z
2025-09-02,TLT,dividend,0.328000,2026-09-05T01:17:07Z
2025-09-16,IWM,dividend,0.677000,2026-09-05T01:17:07Z
2025-09-19,SPY,dividend,1.831000,2026-09-05T01:17:07Z
2025-09-19,VEA,dividend,0.287000,2026-09-05T01:17:07Z
2025-09-19,VWO,dividend,0.280000,2026-09-05T01:17:07Z
2025-09-24,VNQ,dividend,0.872000,2026-09-05T01:17:07Z
2025-10-01,BIL,dividend,0.311000,2026-09-05T01:17:07Z
2025-10-01,IEF,dividend,0.294000,2026-09-05T01:17:07Z
2025-10-01,TIP,dividend,0.198000,2026-09-05T01:17:07Z
2025-10-01,TLT,dividend,0.310000,2026-09-05T01:17:07Z
2025-11-03,BIL,dividend,0.303000,2026-09-05T01:17:07Z
2025-11-03,IEF,dividend,0.304000,2026-09-05T01:17:07Z
2025-11-03,TIP,dividend,0.361000,2026-09-05T01:17:07Z
2025-11-03,TLT,dividend,0.325000,2026-09-05T01:17:07Z
2025-12-01,BIL,dividend,0.281000,2026-09-05T01:17:07Z
2025-12-01,IEF,dividend,0.288000,2026-09-05T01:17:07Z
2025-12-01,TIP,dividend,0.322000,2026-09-05T01:17:07Z
2025-12-01,TLT,dividend,0.321000,2026-09-05T01:17:07Z
2025-12-16,IWM,dividend,0.842000,2026-09-05T01:17:07Z
2025-12-18,BIL,dividend,0.365000,2026-09-05T01:17:07Z
2025-12-19,IEF,dividend,0.313000,2026-09-05T01:17:07Z
2025-12-19,SPY,dividend,1.993000,2026-09-05T01:17:07Z
2025-12-19,TIP,dividend,0.342000,2026-09-05T01:17:07Z
2025-12-19,TLT,dividend,0.342000,2026-09-05T01:17:07Z
2025-12-19,VEA,dividend,1.040000,2026-09-05T01:17:07Z
2025-12-19,VWO,dividend,1.033000,2026-09-05T01:17:07Z
2025-12-22,DBC,dividend,0.744000,2026-09-05T01:17:07Z
2025-12-22,VNQ,dividend,0.801000,2026-09-05T01:17:07Z
