date,symbol,kind,value,fetched_at
2006-02-01,IEF,dividend,0.264000,2026-09-05T01:17:07Z
2006-02-01,TLT,dividend,0.321000,2026-09-05T01:17:07Z
2006-03-01,IEF,dividend,0.267000,2026-09-05T01:17:07Z
2006-03-01,TLT,dividend,0.320000,2026-09-05T01:17:07Z
2006-03-17,SPY,dividend,0.519000,2026-09-05T01:17:07Z
2006-03-20,VNQ,dividend,0.404000,2026-09-05T01:17:07Z
2006-03-24,IWM,dividend,0.169000,2026-09-05T01:17:07Z
2006-04-03,IEF,dividend,0.260000,2026-09-05T01:17:07Z
2006-04-03,TIP,dividend,0.515000,2026-09-05T01:17:07Z
2006-04-03,TLT,dividend,0.328000,2026-09-05T01:17:07Z
2006-05-01,IEF,dividend,0.294000,2026-09-05T01:17:07Z
2006-05-01,TIP,dividend,0.495000,2026-09-05T01:17:07Z
2006-05-01,TLT,dividend,0.330000,2026-09-05T01:17:07Z
2006-06-01,IEF,dividend,0.294000,2026-09-05T01:17:07Z
2006-06-01,TIP,dividend,0.554000,2026-09-05T01:17:07Z
2006-06-01,TLT,dividend,0.332000,2026-09-05T01:17:07Z
2006-06-16,SPY,dividend,0.555000,2026-09-05T01:17:07Z
2006-06-22,IWM,dividend,0.105000,2026-09-05T01:17:07Z
2006-06-26,VNQ,dividend,0.678000,2026-09-05T01:17:07Z
2006-07-03,IEF,dividend,0.312000,2026-09-05T01:17:07Z
2006-07-03,TIP,dividend,0.556000,2026-09-05T01:17:07Z
2006-07-03,TLT,dividend,0.327000,2026-09-05T01:17:07Z
2006-08-01,IEF,dividend,0.319000,2026-09-05T01:17:07Z
2006-08-01,TIP,dividend,0.562000,2026-09-05T01:17:07Z
2006-08-01,TLT,dividend,0.342000,2026-09-05T01:17:07Z
2006-09-01,IEF,dividend,0.312000,2026-09-05T01:17:07Z
2006-09-01,TIP,dividend,0.572000,2026-09-05T01:17:07Z
2006-09-01,TLT,dividend,0.350000,2026-09-05T01:17:07Z
2006-09-15,SPY,dividend,0.579000,2026-09-05T01:17:07Z
2006-09-25,VNQ,dividend,0.678000,2026-09-05T01:17:07Z
2006-09-26,IWM,dividend,0.231000,2026-09-05T01:17:07Z
2006-10-02,IEF,dividend,0.316000,2026-09-05T01:17:07Z
2006-10-02,TIP,dividend,0.456000,2026-09-05T01:17:07Z
2006-10-02,TLT,dividend,0.354000,2026-09-05T01:17:07Z
2006-11-01,IEF,dividend,0.308000,2026-09-05T01:17:07Z
2006-11-01,TIP,dividend,0.563000,2026-09-05T01:17:07Z
2006-11-01,TLT,dividend,0.345000,2026-09-05T01:17:07Z
2006-12-01,IEF,dividend,0.304000,2026-09-05T01:17:07Z
2006-12-01,TLT,dividend,0.342000,2026-09-05T01:17:07Z
2006-12-15,SPY,dividend,0.793000,2026-09-05T01:17:07Z
2006-12-18,DBC,dividend,0.610000,2026-09-05T01:17:07Z
2006-12-20,IWM,dividend,0.329000,2026-09-05T01:17:07Z
2006-12-22,VNQ,dividend,1.494000,2026-09-05T01:17:07Z
2006-12-22,VWO,dividend,0.669500,2026-09-05T01:17:07Z
2006-12-27,IEF,dividend,0.239000,2026-09-05T01:17:07Z
2006-12-27,TLT,dividend,0.303000,2026-09-05T01:17:07Z
