date,symbol,kind,value,fetched_at
2003-02-03,IEF,dividend,0.278000,2026-09-05T01:17:07Z
2003-02-03,TLT,dividend,0.308000,2026-09-05T01:17:07Z
2003-03-03,IEF,dividend,0.240000,2026-09-05T01:17:07Z
2003-03-03,TLT,dividend,0.340000,2026-09-05T01:17:07Z
2003-03-07,IWM,dividend,0.080000,2026-09-05T01:17:07Z
2003-03-21,SPY,dividend,0.354000,2026-09-05T01:17:07Z
2003-04-01,IEF,dividend,0.249000,2026-09-05T01:17:07Z
2003-04-01,TLT,dividend,0.378000,2026-09-05T01:17:07Z
2003-05-01,IEF,dividend,0.342000,2026-09-05T01:17:07Z
2003-05-01,TLT,dividend,0.473000,2026-09-05T01:17:07Z
2003-06-02,IEF,dividend,0.244000,2026-09-05T01:17:07Z
2003-06-02,TLT,dividend,0.398000,2026-09-05T01:17:07Z
2003-06-13,IWM,dividend,0.075000,2026-09-05T01:17:07Z
2003-06-20,SPY,dividend,0.360000,2026-09-05T01:17:07Z
2003-07-01,IEF,dividend,0.663000,2026-09-05T01:17:07Z
2003-07-01,TLT,dividend,0.353000,2026-09-05T01:17:07Z
2003-08-01,IEF,dividend,0.717000,2026-09-05T01:17:07Z
2003-08-01,TLT,dividend,0.378000,2026-09-05T01:17:07Z
2003-09-02,IEF,dividend,0.764000,2026-09-05T01:17:07Z
2003-09-02,TLT,dividend,0.372000,2026-09-05T01:17:07Z
2003-09-12,IWM,dividend,0.118500,2026-09-05T01:17:07Z
2003-09-19,SPY,dividend,0.400000,2026-09-05T01:17:07Z
2003-10-01,IEF,dividend,0.731000,2026-09-05T01:17:07Z
2003-10-01,TLT,dividend,0.367000,2026-09-05T01:17:07Z
2003-11-03,IEF,dividend,0.279000,2026-09-05T01:17:07Z
2003-11-03,TLT,dividend,0.348000,2026-09-05T01:17:07Z
2003-12-01,IEF,dividend,0.226000,2026-09-05T01:17:07Z
2003-12-01,TLT,dividend,0.418000,2026-09-05T01:17:07Z
2003-12-12,IWM,dividend,0.187500,2026-09-05T01:17:07Z
2003-12-16,IEF,dividend,0.840000,2026-09-05T01:17:07Z
2003-12-16,IWM,dividend,0.115000,2026-09-05T01:17:07Z
2003-12-19,SPY,dividend,0.516000,2026-09-05T01:17:07Z
2003-12-31,IEF,dividend,0.279000,2026-09-05T01:17:07Z
2003-12-31,TIP,dividend,0.117000,2026-09-05T01:17:07Z
2003-12-31,TLT,dividend,0.400000,2026-09-05T01:17:07Z
