date,symbol,kind,value,fetched_at
2014-02-03,IEF,dividend,0.175000,2026-09-05T01:17:07Z
2014-02-03,TLT,dividend,0.276000,2026-09-05T01:17:07Z
2014-03-03,IEF,dividend,0.166000,2026-09-05T01:17:07Z
2014-03-03,TLT,dividend,0.263000,2026-09-05T01:17:07Z
2014-03-21,SPY,dividend,0.825000,2026-09-05T01:17:07Z
2014-03-25,IWM,dividend,0.302000,2026-09-05T01:17:07Z
2014-03-25,VEA,dividend,0.429000,2026-09-05T01:17:07Z
2014-03-25,VNQ,dividend,0.453000,2026-09-05T01:17:07Z
2014-03-25,VWO,dividend,0.105000,2026-09-05T01:17:07Z
2014-04-01,IEF,dividend,0.190000,2026-09-05T01:17:07Z
2014-04-01,TLT,dividend,0.280000,2026-09-05T01:17:07Z
2014-05-01,IEF,dividend,0.194000,2026-09-05T01:17:07Z
2014-05-01,TIP,dividend,0.258000,2026-09-05T01:17:07Z
2014-05-01,TLT,dividend,0.269000,2026-09-05T01:17:07Z
2014-06-02,IEF,dividend,0.175000,2026-09-05T01:17:07Z
2014-06-02,TIP,dividend,0.655000,2026-09-05T01:17:07Z
2014-06-02,TLT,dividend,0.294000,2026-09-05T01:17:07Z
2014-06-20,SPY,dividend,0.937000,2026-09-05T01:17:07Z
2014-06-24,VEA,dividend,0.513000,2026-09-05T01:17:07Z
2014-06-24,VNQ,dividend,0.695000,2026-09-05T01:17:07Z
2014-06-24,VWO,dividend,0.418000,2026-09-05T01:17:07Z
2014-07-01,IEF,dividend,0.192000,2026-09-05T01:17:07Z
2014-07-01,TIP,dividend,0.344000,2026-09-05T01:17:07Z
2014-07-01,TLT,dividend,0.292000,2026-09-05T01:17:07Z
2014-07-02,IWM,dividend,0.459000,2026-09-05T01:17:07Z
2014-08-01,IEF,dividend,0.196000,2026-09-05T01:17:07Z
2014-08-01,TIP,dividend,0.356000,2026-09-05T01:17:07Z
2014-08-01,TLT,dividend,0.300000,2026-09-05T01:17:07Z
2014-09-02,IEF,dividend,0.181000,2026-09-05T01:17:07Z
2014-09-02,TIP,dividend,0.194000,2026-09-05T01:17:07Z
2014-09-02,TLT,dividend,0.271000,2026-09-05T01:17:07Z
2014-09-19,SPY,dividend,0.939000,2026-09-05T01:17:07Z
2014-09-24,IWM,dividend,0.305000,2026-09-05T01:17:07Z
2014-09-24,VEA,dividend,0.212000,2026-09-05T01:17:07Z
2014-09-24,VNQ,dividend,0.668000,2026-09-05T01:17:07Z
2014-09-24,VWO,dividend,0.446000,2026-09-05T01:17:07Z
2014-10-01,IEF,dividend,0.189000,2026-09-05T01:17:07Z
2014-10-01,TLT,dividend,0.289000,2026-09-05T01:17:07Z
2014-11-03,IEF,dividend,0.181000,2026-09-05T01:17:07Z
2014-11-03,TLT,dividend,0.290000,2026-09-05T01:17:07Z
2014-12-01,IEF,dividend,0.180000,2026-09-05T01:17:07Z
2014-12-01,TIP,dividend,0.060000,2026-09-05T01:17:07Z
2014-12-01,TLT,dividend,0.277000,2026-09-05T01:17:07Z
2014-12-19,SPY,dividend,1.135000,2026-09-05T01:17:07Z
2014-12-22,VEA,dividend,0.240000,2026-09-05T01:17:07Z
2014-12-22,VNQ,dividend,1.103000,2026-09-05T01:17:07Z
2014-12-22,VWO,dividend,0.174000,2026-09-05T01:17:07Z
2014-12-24,IEF,dividend,0.156000,2026-09-05T01:17:07Z
2014-12-24,IWM,dividend,0.445000,2026-09-05T01:17:07Z
2014-12-24,TLT,dividend,0.261000,2026-09-05T01:17:07Z
