date,symbol,kind,value,fetched_at
2004-02-02,IEF,dividend,0.255000,2026-09-05T01:17:07Z
2004-02-02,TLT,dividend,0.358000,2026-09-05T01:17:07Z
2004-03-01,IEF,dividend,0.251000,2026-09-05T01:17:07Z
2004-03-01,TLT,dividend,0.356000,2026-09-05T01:17:07Z
2004-03-19,SPY,dividend,0.395000,2026-09-05T01:17:07Z
2004-03-26,IWM,dividend,0.104500,2026-09-05T01:17:07Z
2004-04-01,IEF,dividend,0.256000,2026-09-05T01:17:07Z
2004-04-01,TIP,dividend,0.520000,2026-09-05T01:17:07Z
2004-04-01,TLT,dividend,0.348000,2026-09-05T01:17:07Z
2004-05-03,IEF,dividend,0.268000,2026-09-05T01:17:07Z
2004-05-03,TIP,dividend,0.544000,2026-09-05T01:17:07Z
2004-05-03,TLT,dividend,0.325000,2026-09-05T01:17:07Z
2004-06-01,IEF,dividend,0.279000,2026-09-05T01:17:07Z
2004-06-01,TIP,dividend,0.686000,2026-09-05T01:17:07Z
2004-06-01,TLT,dividend,0.322000,2026-09-05T01:17:07Z
2004-06-18,SPY,dividend,0.414000,2026-09-05T01:17:07Z
2004-06-25,IWM,dividend,0.152500,2026-09-05T01:17:07Z
2004-07-01,IEF,dividend,0.273000,2026-09-05T01:17:07Z
2004-07-01,TIP,dividend,0.412000,2026-09-05T01:17:07Z
2004-07-01,TLT,dividend,0.336000,2026-09-05T01:17:07Z
2004-08-02,IEF,dividend,0.273000,2026-09-05T01:17:07Z
2004-08-02,TIP,dividend,0.540000,2026-09-05T01:17:07Z
2004-08-02,TLT,dividend,0.330000,2026-09-05T01:17:07Z
2004-09-01,IEF,dividend,0.266000,2026-09-05T01:17:07Z
2004-09-01,TIP,dividend,0.426000,2026-09-05T01:17:07Z
2004-09-01,TLT,dividend,0.350000,2026-09-05T01:17:07Z
2004-09-17,SPY,dividend,0.469000,2026-09-05T01:17:07Z
2004-09-24,IWM,dividend,0.132500,2026-09-05T01:17:07Z
2004-10-01,IEF,dividend,0.257000,2026-09-05T01:17:07Z
2004-10-01,TLT,dividend,0.361000,2026-09-05T01:17:07Z
2004-11-01,IEF,dividend,0.265000,2026-09-05T01:17:07Z
2004-11-01,TIP,dividend,0.168000,2026-09-05T01:17:07Z
2004-11-01,TLT,dividend,0.366000,2026-09-05T01:17:07Z
2004-11-15,SPY,dividend,0.351000,2026-09-05T01:17:07Z
2004-12-01,IEF,dividend,0.262000,2026-09-05T01:17:07Z
2004-12-01,TIP,dividend,0.273000,2026-09-05T01:17:07Z
2004-12-01,TLT,dividend,0.355000,2026-09-05T01:17:07Z
2004-12-17,SPY,dividend,0.568000,2026-09-05T01:17:07Z
2004-12-22,VNQ,dividend,1.270000,2026-09-05T01:17:07Z
2004-12-23,IWM,dividend,0.205500,2026-09-05T01:17:07Z
2004-12-31,IEF,dividend,0.271000,2026-09-05T01:17:07Z
2004-12-31,TIP,dividend,0.575000,2026-09-05T01:17:07Z
2004-12-31,TLT,dividend,0.335000,2026-09-05T01:17:07Z
