date,symbol,close,volume,fetched_at
2013-01-02,SPY,146.059998,192059000,2026-09-05T01:14:12Z
2013-01-03,SPY,145.729996,144761800,2026-09-05T01:14:12Z
2013-01-04,SPY,146.369995,116817700,2026-09-05T01:14:12Z
2013-01-07,SPY,145.970001,110002500,2026-09-05T01:14:12Z
2013-01-08,SPY,145.550003,121265100,2026-09-05T01:14:12Z
2013-01-09,SPY,145.919998,90745600,2026-09-05T01:14:12Z
2013-01-10,SPY,147.080002,130735400,2026-09-05T01:14:12Z
2013-01-11,SPY,147.070007,113917300,2026-09-05T01:14:12Z
2013-01-14,SPY,146.970001,89567200,2026-09-05T01:14:12Z
2013-01-15,SPY,147.070007,93172600,2026-09-05T01:14:12Z
2013-01-16,SPY,147.050003,104849500,2026-09-05T01:14:12Z
2013-01-17,SPY,148.000000,133833500,2026-09-05T01:14:12Z
2013-01-18,SPY,148.330002,169906000,2026-09-05T01:14:12Z
2013-01-22,SPY,149.130005,111797300,2026-09-05T01:14:12Z
2013-01-23,SPY,149.369995,104596100,2026-09-05T01:14:12Z
2013-01-24,SPY,149.410004,146426400,2026-09-05T01:14:12Z
2013-01-25,SPY,150.250000,147211600,2026-09-05T01:14:12Z
2013-01-28,SPY,150.070007,113357700,2026-09-05T01:14:12Z
2013-01-29,SPY,150.660004,105694400,2026-09-05T01:14:12Z
2013-01-30,SPY,150.070007,137447700,2026-09-05T01:14:12Z
2013-01-31,SPY,149.699997,108975800,2026-09-05T01:14:12Z
2013-02-01,SPY,151.240005,131173000,2026-09-05T01:14:12Z
2013-02-04,SPY,149.539993,159073600,2026-09-05T01:14:12Z
2013-02-05,SPY,151.050003,113912400,2026-09-05T01:14:12Z
2013-02-06,SPY,151.160004,138762800,2026-09-05T01:14:12Z
2013-02-07,SPY,150.960007,162490000,2026-09-05T01:14:12Z
2013-02-08,SPY,151.800003,103133700,2026-09-05T01:14:12Z
2013-02-11,SPY,151.770004,73775000,2026-09-05T01:14:12Z
2013-02-12,SPY,152.020004,65392700,2026-09-05T01:14:12Z
2013-02-13,SPY,152.149994,82322600,2026-09-05T01:14:12Z
2013-02-14,SPY,152.289993,80834300,2026-09-05T01:14:12Z
2013-02-15,SPY,152.110001,215226500,2026-09-05T01:14:12Z
2013-02-19,SPY,153.250000,95105400,2026-09-05T01:14:12Z
2013-02-20,SPY,151.339996,160574800,2026-09-05T01:14:12Z
2013-02-21,SPY,150.419998,183257000,2026-09-05T01:14:12Z
2013-02-22,SPY,151.889999,106356600,2026-09-05T01:14:12Z
2013-02-25,SPY,149.000000,245824800,2026-09-05T01:14:12Z
2013-02-26,SPY,150.020004,186596200,2026-09-05T01:14:12Z
2013-02-27,SPY,151.910004,150781900,2026-09-05T01:14:12Z
2013-02-28,SPY,151.610001,126866000,2026-09-05T01:14:12Z
2013-03-01,SPY,152.110001,170634800,2026-09-05T01:14:12Z
2013-03-04,SPY,152.919998,99010200,2026-09-05T01:14:12Z
2013-03-05,SPY,154.289993,121431900,2026-09-05T01:14:12Z
2013-03-06,SPY,154.500000,94469900,2026-09-05T01:14:12Z
2013-03-07,SPY,154.779999,86101400,2026-09-05T01:14:12Z
2013-03-08,SPY,155.440002,123477800,2026-09-05T01:14:12Z
2013-03-11,SPY,156.029999,83746800,2026-09-05T01:14:12Z
2013-03-12,SPY,155.679993,105755800,2026-09-05T01:14:12Z
2013-03-13,SPY,155.899994,92550900,2026-09-05T01:14:12Z
2013-03-14,SPY,156.729996,126329900,2026-09-05T01:14:12Z
