date,symbol,close,volume,fetched_at
2015-01-02,SPY,205.429993,121465900,2026-09-05T01:14:12Z
2015-01-05,SPY,201.720001,169632600,2026-09-05T01:14:12Z
2015-01-06,SPY,199.820007,209151400,2026-09-05T01:14:12Z
2015-01-07,SPY,202.309998,125346700,2026-09-05T01:14:12Z
2015-01-08,SPY,205.899994,147217800,2026-09-05T01:14:12Z
2015-01-09,SPY,204.250000,158567300,2026-09-05T01:14:12Z
2015-01-12,SPY,202.649994,144396100,2026-09-05T01:14:12Z
2015-01-13,SPY,202.080002,214553300,2026-09-05T01:14:12Z
2015-01-14,SPY,200.860001,192991100,2026-09-05T01:14:12Z
2015-01-15,SPY,199.020004,176613900,2026-09-05T01:14:12Z
2015-01-16,SPY,201.630005,211879600,2026-09-05T01:14:12Z
2015-01-20,SPY,202.059998,130991100,2026-09-05T01:14:12Z
2015-01-21,SPY,203.080002,122942700,2026-09-05T01:14:12Z
2015-01-22,SPY,206.100006,174356000,2026-09-05T01:14:12Z
2015-01-23,SPY,204.970001,117516800,2026-09-05T01:14:12Z
2015-01-26,SPY,205.449997,92009700,2026-09-05T01:14:12Z
2015-01-27,SPY,202.740005,134044600,2026-09-05T01:14:12Z
2015-01-28,SPY,200.139999,168514300,2026-09-05T01:14:12Z
2015-01-29,SPY,201.990005,173585400,2026-09-05T01:14:12Z
2015-01-30,SPY,199.449997,197729700,2026-09-05T01:14:12Z
2015-02-02,SPY,201.919998,163107000,2026-09-05T01:14:12Z
2015-02-03,SPY,204.839996,124212900,2026-09-05T01:14:12Z
2015-02-04,SPY,204.059998,134306700,2026-09-05T01:14:12Z
2015-02-05,SPY,206.119995,97953200,2026-09-05T01:14:12Z
2015-02-06,SPY,205.550003,125672000,2026-09-05T01:14:12Z
2015-02-09,SPY,204.630005,87219000,2026-09-05T01:14:12Z
2015-02-10,SPY,206.809998,96164200,2026-09-05T01:14:12Z
2015-02-11,SPY,206.929993,91087800,2026-09-05T01:14:12Z
2015-02-12,SPY,208.919998,97545900,2026-09-05T01:14:12Z
2015-02-13,SPY,209.779999,93670400,2026-09-05T01:14:12Z
2015-02-17,SPY,210.110001,76968200,2026-09-05T01:14:12Z
2015-02-18,SPY,210.130005,80652900,2026-09-05T01:14:12Z
2015-02-19,SPY,209.979996,91462500,2026-09-05T01:14:12Z
2015-02-20,SPY,211.240005,140896400,2026-09-05T01:14:12Z
2015-02-23,SPY,211.210007,74411100,2026-09-05T01:14:12Z
2015-02-24,SPY,211.809998,72472300,2026-09-05T01:14:12Z
2015-02-25,SPY,211.630005,73061700,2026-09-05T01:14:12Z
2015-02-26,SPY,211.380005,72697900,2026-09-05T01:14:12Z
2015-02-27,SPY,210.660004,108076000,2026-09-05T01:14:12Z
2015-03-02,SPY,211.990005,87491400,2026-09-05T01:14:12Z
2015-03-03,SPY,211.119995,110325800,2026-09-05T01:14:12Z
2015-03-04,SPY,210.229996,114497200,2026-09-05T01:14:12Z
2015-03-05,SPY,210.460007,76873000,2026-09-05T01:14:12Z
2015-03-06,SPY,207.500000,188128000,2026-09-05T01:14:12Z
2015-03-09,SPY,208.360001,89818900,2026-09-05T01:14:12Z
2015-03-10,SPY,204.979996,157121300,2026-09-05T01:14:12Z
2015-03-11,SPY,204.500000,110145700,2026-09-05T01:14:12Z
2015-03-12,SPY,207.100006,93993500,2026-09-05T01:14:12Z
2015-03-13,SPY,205.830002,162410900,2026-09-05T01:14:12Z
2015-03-16,SPY,208.580002,136099200,2026-09-05T01:14:12Z
2015-03-17,SPY,207.960007,94510400,2026-09-05T01:14:12Z
2015-03-18,SPY,210.460007,228808500,2026-09-05T01:14:12Z
2015-03-19,SPY,209.500000,117917300,2026-09-05T01:14:12Z
2015-03-20,SPY,210.410004,177715100,2026-09-05T01:14:12Z
2015-03-23,SPY,210.000000,71784500,2026-09-05T01:14:12Z
2015-03-24,SPY,208.820007,77805300,2026-09-05T01:14:12Z
2015-03-25,SPY,205.759995,159521700,2026-09-05T01:14:12Z
2015-03-26,SPY,205.270004,153067200,2026-09-05T01:14:12Z
2015-03-27,SPY,205.740005,118939000,2026-09-05T01:14:12Z
2015-03-30,SPY,208.250000,96180400,2026-09-05T01:14:12Z
2015-03-31,SPY,206.429993,126768700,2026-09-05T01:14:12Z
2015-04-01,SPY,205.699997,137303600,2026-09-05T01:14:12Z
2015-04-02,SPY,206.440002,86900900,2026-09-05T01:14:12Z
2015-04-06,SPY,207.830002,114368200,2026-09-05T01:14:12Z
2015-04-07,SPY,207.279999,81236300,2026-09-05T01:14:12Z
2015-04-08,SPY,207.979996,89351900,2026-09-05T01:14:12Z
2015-04-09,SPY,208.899994,85548900,2026-09-05T01:14:12Z
2015-04-10,SPY,210.039993,72722900,2026-09-05T01:14:12Z
2015-04-13,SPY,209.089996,74436600,2026-09-05T01:14:12Z
2015-04-14,SPY,209.490005,75099900,2026-09-05T01:14:12Z
2015-04-15,SPY,210.429993,99529300,2026-09-05T01:14:12Z
2015-04-16,SPY,210.369995,68934900,2026-09-05T01:14:12Z
2015-04-17,SPY,207.949997,191113200,2026-09-05T01:14:12Z
2015-04-20,SPY,209.850006,92189500,2026-09-05T01:14:12Z
2015-04-21,SPY,209.600006,72559800,2026-09-05T01:14:12Z
2015-04-22,SPY,210.630005,78264600,2026-09-05T01:14:12Z
2015-04-23,SPY,211.160004,102585900,2026-09-05T01:14:12Z
2015-04-24,SPY,211.649994,61327400,2026-09-05T01:14:12Z
2015-04-27,SPY,210.770004,79358100,2026-09-05T01:14:12Z
2015-04-28,SPY,211.440002,86863500,2026-09-05T01:14:12Z
2015-04-29,SPY,210.570007,125684900,2026-09-05T01:14:12Z
2015-04-30,SPY,208.460007,161304900,2026-09-05T01:14:12Z
2015-05-01,SPY,210.720001,103399700,2026-09-05T01:14:12Z
2015-05-04,SPY,211.320007,70927200,2026-09-05T01:14:12Z
2015-05-05,SPY,208.899994,113326200,2026-09-05T01:14:12Z
2015-05-06,SPY,208.039993,135060200,2026-09-05T01:14:12Z
2015-05-07,SPY,208.869995,88244900,2026-09-05T01:14:12Z
